,fighter_name,date_rmean,knock_down_rmean,sig_strike_pct_rmean,takdown_pct_rmean,submission_att_rmean,pass_rmean,rev_rmean,knock_down,sig_strikes,sig_strike_pct,total_strikes,takedown,takdown_pct,submission_att,pass,rev,head,body,leg,distance,clinch,ground,height,weight,reach,stance,DOB,date,Winner,win_by,last_round,Fight_type,0_kd,1_kd,2_kd,3_kd,4_kd,5_kd,0_rev,1_rev,2_rev,3_rev,5_rev,4_rev,Orthodox,Southpaw,,Switch,Open Stance,Sideways,Submission,Decision - Unanimous,TKO - Doctor's Stoppage,KO/TKO,Decision - Split,Decision - Majority,Could Not Continue,DQ,Overturned,Other,1_round(s),3_round(s),2_round(s),5_round(s),4_round(s)
896,Beneil Dariush,2014-04-11,1.0,0.42,0.0,1.0,1.0,0.0,0,9 of 20,0.45,14 of 25,0 of 1,0.0,0,0,0,6 of 14,3 of 6,0 of 0,6 of 14,3 of 6,0 of 0,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2014-04-11,Ramsey Nijem,KO/TKO,1,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
897,Beneil Dariush,2014-08-23,0.5,0.435,0.0,0.5,0.5,0.0,0,26 of 61,0.42,30 of 65,2 of 3,0.66,1,2,0,6 of 32,17 of 24,3 of 5,15 of 47,11 of 14,0 of 0,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2014-08-23,Beneil Dariush,Submission,2,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
898,Beneil Dariush,2014-10-25,0.3333333333333333,0.43,0.22,0.6666666666666666,1.0,0.0,0,32 of 68,0.47,54 of 97,3 of 6,0.5,0,2,0,19 of 48,6 of 10,7 of 10,12 of 32,10 of 17,10 of 19,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2014-10-25,Beneil Dariush,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
899,Beneil Dariush,2015-03-14,0.0,0.4466666666666667,0.3866666666666667,0.3333333333333333,1.3333333333333333,0.0,0,27 of 51,0.52,30 of 54,1 of 1,1.0,2,4,0,13 of 35,11 of 13,3 of 3,18 of 38,2 of 5,7 of 8,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2015-03-14,Beneil Dariush,Submission,2,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
900,Beneil Dariush,2015-04-18,0.0,0.47000000000000003,0.7200000000000001,1.0,2.6666666666666665,0.0,0,27 of 54,0.5,55 of 86,2 of 4,0.5,1,11,0,17 of 37,7 of 12,3 of 5,10 of 28,10 of 16,7 of 10,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2015-04-18,Beneil Dariush,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
901,Beneil Dariush,2015-08-08,0.0,0.49666666666666676,0.6666666666666666,1.0,5.666666666666667,0.0,0,75 of 201,0.37,75 of 201,0 of 7,0.0,0,0,0,52 of 169,12 of 21,11 of 11,75 of 199,0 of 2,0 of 0,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2015-08-08,Beneil Dariush,Decision - Split,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
902,Beneil Dariush,2016-04-16,0.0,0.46333333333333343,0.5,1.0,5.0,0.0,0,27 of 53,0.5,27 of 53,1 of 4,0.25,0,0,0,11 of 33,4 of 7,12 of 13,24 of 47,3 of 6,0 of 0,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2016-04-16,Michael Chiesa,Submission,2,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
903,Beneil Dariush,2016-06-04,0.0,0.4566666666666668,0.25,0.3333333333333333,3.6666666666666665,0.0,2,46 of 70,0.65,48 of 72,0 of 2,0.0,0,0,0,33 of 56,9 of 10,4 of 4,16 of 27,11 of 16,19 of 27,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2016-06-04,Beneil Dariush,KO/TKO,1,Lightweight Bout,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
904,Beneil Dariush,2016-11-05,0.6666666666666666,0.5066666666666668,0.08333333333333333,0.0,0.0,0.0,0,60 of 120,0.5,73 of 134,0 of 5,0.0,0,0,0,20 of 61,28 of 44,12 of 15,25 of 71,35 of 49,0 of 0,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2016-11-05,Beneil Dariush,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
905,Beneil Dariush,2017-03-11,0.6666666666666666,0.5500000000000002,0.08333333333333333,0.0,0.0,0.0,0,51 of 121,0.42,51 of 121,0 of 2,0.0,0,0,0,31 of 94,10 of 15,10 of 12,48 of 116,3 of 5,0 of 0,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2017-03-11,Edson Barboza,KO/TKO,2,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
906,Beneil Dariush,2017-10-07,0.6666666666666666,0.5233333333333334,0.0,0.0,0.0,0.0,1,81 of 157,0.51,92 of 168,0 of 0,0.0,0,2,0,60 of 134,8 of 9,13 of 14,48 of 111,10 of 15,23 of 31,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2017-10-07,,Decision - Majority,3,Lightweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
907,Beneil Dariush,2018-03-03,0.3333333333333333,0.47666666666666674,0.0,0.0,0.6666666666666666,0.0,0,4 of 11,0.36,4 of 11,0 of 0,0.0,0,0,0,2 of 7,1 of 3,1 of 1,4 of 11,0 of 0,0 of 0,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2018-03-03,Alexander Hernandez,KO/TKO,1,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
908,Beneil Dariush,2018-11-10,0.3333333333333333,0.43,0.0,0.0,0.6666666666666666,0.0,0,44 of 68,0.64,113 of 161,4 of 8,0.5,2,5,0,22 of 44,11 of 12,11 of 12,7 of 16,3 of 4,34 of 48,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2018-11-10,Beneil Dariush,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
909,Beneil Dariush,2019-03-09,0.3333333333333333,0.5033333333333334,0.16666666666666666,0.6666666666666666,2.3333333333333335,0.0,0,37 of 65,0.56,41 of 69,2 of 5,0.4,1,4,0,22 of 47,12 of 14,3 of 4,17 of 39,10 of 14,10 of 12,"5' 10""",155.0,"72""",Southpaw,"May 06, 1989",2019-03-09,Beneil Dariush,Submission,2,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
910,Benito Lopez,2017-12-09,,,,,,,1,78 of 187,0.41,79 of 188,0 of 0,0.0,1,1,0,55 of 144,15 of 31,8 of 12,74 of 180,4 of 7,0 of 0,"5' 10""",135.0,"73""",Switch,"Apr 06, 1994",2017-12-09,Benito Lopez,Decision - Unanimous,3,Bantamweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
911,Benito Lopez,2019-02-17,1.0,0.41,0.0,1.0,1.0,0.0,0,7 of 12,0.58,11 of 16,0 of 0,0.0,0,0,0,3 of 8,0 of 0,4 of 4,2 of 6,5 of 6,0 of 0,"5' 10""",135.0,"73""",Switch,"Apr 06, 1994",2019-02-17,Manny Bermudez,Submission,1,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
912,Benji Radach,2002-05-10,,,,,,,1,10 of 12,0.83,10 of 12,0 of 0,0.0,0,0,0,10 of 12,0 of 0,0 of 0,1 of 1,0 of 0,9 of 11,"5' 10""",185.0,,Orthodox,"Apr 05, 1979",2002-05-10,,Overturned,1,Welterweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
913,Benji Radach,2002-06-22,1.0,0.83,0.0,0.0,0.0,0.0,1,26 of 46,0.56,67 of 92,0 of 0,0.0,0,1,0,24 of 43,2 of 3,0 of 0,3 of 9,2 of 2,21 of 35,"5' 10""",185.0,,Orthodox,"Apr 05, 1979",2002-06-22,Benji Radach,Decision - Unanimous,3,Welterweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
914,Benji Radach,2002-09-27,1.0,0.6950000000000001,0.0,0.0,0.5,0.0,0,7 of 18,0.38,36 of 47,0 of 0,0.0,0,0,0,6 of 14,1 of 4,0 of 0,4 of 10,3 of 8,0 of 0,"5' 10""",185.0,,Orthodox,"Apr 05, 1979",2002-09-27,Sean Sherk,TKO - Doctor's Stoppage,1,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
915,Benny Alloway,2012-12-14,,,,,,,1,16 of 26,0.61,18 of 28,0 of 0,0.0,0,0,0,10 of 19,3 of 3,3 of 4,9 of 17,2 of 4,5 of 5,"5' 11""",170.0,"75""",Orthodox,"Feb 19, 1981",2012-12-14,Benny Alloway,KO/TKO,1,Welterweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
916,Benny Alloway,2013-04-06,1.0,0.61,0.0,0.0,0.0,0.0,0,9 of 28,0.32,25 of 47,1 of 2,0.5,0,2,0,7 of 23,1 of 2,1 of 3,8 of 25,0 of 2,1 of 1,"5' 11""",170.0,"75""",Orthodox,"Feb 19, 1981",2013-04-06,Ryan LaFlare,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
917,Benny Alloway,2013-08-28,0.5,0.46499999999999997,0.25,0.0,1.0,0.0,0,6 of 9,0.66,10 of 13,0 of 0,0.0,0,0,0,1 of 2,4 of 6,1 of 1,3 of 5,3 of 4,0 of 0,"5' 11""",170.0,"75""",Orthodox,"Feb 19, 1981",2013-08-28,Zak Cummings,Submission,1,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
918,Benson Henderson,2011-04-30,,,,,,,0,56 of 126,0.44,114 of 190,3 of 4,0.75,0,0,0,26 of 88,19 of 25,11 of 13,13 of 58,30 of 44,13 of 24,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2011-04-30,Benson Henderson,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
919,Benson Henderson,2011-08-14,0.0,0.44,0.75,0.0,0.0,0.0,0,65 of 132,0.49,119 of 195,7 of 7,1.0,2,6,0,40 of 100,19 of 25,6 of 7,20 of 57,7 of 12,38 of 63,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2011-08-14,Benson Henderson,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
920,Benson Henderson,2011-11-12,0.0,0.46499999999999997,0.875,1.0,3.0,0.0,1,40 of 89,0.44,102 of 158,2 of 7,0.28,0,3,0,16 of 56,23 of 30,1 of 3,7 of 37,21 of 38,12 of 14,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2011-11-12,Benson Henderson,Decision - Unanimous,3,Lightweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
921,Benson Henderson,2012-02-25,0.3333333333333333,0.4566666666666666,0.6766666666666667,0.6666666666666666,3.0,0.0,0,87 of 264,0.32,100 of 277,1 of 1,1.0,3,0,0,50 of 212,25 of 32,12 of 20,71 of 240,8 of 11,8 of 13,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2012-02-25,Benson Henderson,Decision - Unanimous,5,UFC Lightweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
922,Benson Henderson,2012-08-11,0.3333333333333333,0.4166666666666667,0.7600000000000001,1.6666666666666667,3.0,0.0,0,64 of 167,0.38,67 of 170,0 of 1,0.0,1,0,0,33 of 124,14 of 19,17 of 24,62 of 163,2 of 4,0 of 0,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2012-08-11,Benson Henderson,Decision - Split,5,UFC Lightweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
923,Benson Henderson,2012-12-08,0.3333333333333333,0.37999999999999995,0.42666666666666675,1.3333333333333333,1.0,0.0,1,124 of 198,0.62,183 of 259,8 of 12,0.66,0,3,0,63 of 126,29 of 33,32 of 39,26 of 51,31 of 37,67 of 110,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2012-12-08,Benson Henderson,Decision - Unanimous,5,UFC Lightweight Title Bout,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
924,Benson Henderson,2013-04-20,0.3333333333333333,0.43999999999999995,0.5533333333333335,1.3333333333333333,1.0,0.0,0,68 of 166,0.4,92 of 191,0 of 4,0.0,0,1,0,20 of 110,20 of 22,28 of 34,58 of 150,8 of 13,2 of 3,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2013-04-20,Benson Henderson,Decision - Split,5,UFC Lightweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
925,Benson Henderson,2013-08-31,0.3333333333333333,0.46666666666666656,0.2200000000000001,0.3333333333333333,1.3333333333333333,0.0,0,11 of 16,0.68,26 of 37,0 of 3,0.0,0,0,0,3 of 8,3 of 3,5 of 5,4 of 9,6 of 6,1 of 1,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2013-08-31,Anthony Pettis,Submission,1,UFC Lightweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
926,Benson Henderson,2014-01-25,0.3333333333333333,0.5666666666666665,0.2200000000000001,0.0,1.3333333333333333,0.0,0,46 of 91,0.5,114 of 166,4 of 4,1.0,1,1,0,16 of 49,21 of 28,9 of 14,32 of 73,13 of 17,1 of 1,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2014-01-25,Benson Henderson,Decision - Split,5,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
927,Benson Henderson,2014-06-07,0.0,0.5266666666666665,0.3333333333333335,0.3333333333333333,0.6666666666666666,0.0,1,26 of 70,0.37,48 of 95,1 of 3,0.33,2,3,1,11 of 45,8 of 11,7 of 14,21 of 62,2 of 5,3 of 3,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2014-06-07,Benson Henderson,Submission,4,Lightweight Bout,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
928,Benson Henderson,2014-08-23,0.3333333333333333,0.5166666666666666,0.4433333333333335,1.0,1.3333333333333333,0.3333333333333333,0,10 of 27,0.37,10 of 27,0 of 1,0.0,0,0,0,3 of 18,4 of 6,3 of 3,10 of 27,0 of 0,0 of 0,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2014-08-23,Rafael Dos Anjos,KO/TKO,1,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
929,Benson Henderson,2015-01-18,0.3333333333333333,0.4133333333333333,0.4433333333333335,1.0,1.3333333333333333,0.3333333333333333,0,86 of 155,0.55,93 of 162,0 of 1,0.0,0,0,0,13 of 71,20 of 29,53 of 55,84 of 151,2 of 4,0 of 0,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2015-01-18,Donald Cerrone,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
930,Benson Henderson,2015-02-14,0.3333333333333333,0.42999999999999994,0.11000000000000017,0.6666666666666666,1.0,0.3333333333333333,0,57 of 154,0.37,85 of 187,3 of 5,0.6,1,5,0,26 of 109,18 of 26,13 of 19,51 of 146,1 of 3,5 of 5,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2015-02-14,Benson Henderson,Submission,4,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
931,Benson Henderson,2015-11-28,0.0,0.4299999999999999,0.20000000000000018,0.3333333333333333,1.6666666666666667,0.0,0,86 of 146,0.58,138 of 201,3 of 12,0.25,0,1,0,42 of 87,24 of 34,20 of 25,61 of 116,23 of 28,2 of 2,"5' 9""",170.0,"70""",Southpaw,"Nov 16, 1983",2015-11-28,Benson Henderson,Decision - Split,5,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
932,Bentley Syler,2015-03-21,,,,,,,0,15 of 79,0.18,25 of 90,0 of 0,0.0,0,0,0,8 of 64,1 of 4,6 of 11,14 of 78,1 of 1,0 of 0,"5' 4""",125.0,"68""",Orthodox,"Dec 22, 1982",2015-03-21,Fredy Serrano,KO/TKO,3,Flyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
933,Bernardo Magalhaes,2012-02-15,,,,,,,0,28 of 68,0.41,30 of 70,0 of 11,0.0,0,0,1,15 of 53,5 of 6,8 of 9,28 of 68,0 of 0,0 of 0,"5' 9""",155.0,"65""",Orthodox,"Apr 08, 1981",2012-02-15,Tim Means,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
934,Bernardo Magalhaes,2012-06-08,0.0,0.41,0.0,0.0,0.0,1.0,0,26 of 132,0.19,26 of 132,0 of 7,0.0,1,0,0,12 of 105,4 of 15,10 of 12,26 of 132,0 of 0,0 of 0,"5' 9""",155.0,"65""",Orthodox,"Apr 08, 1981",2012-06-08,Henry Martinez,Decision - Split,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
935,Besam Yousef,2012-04-14,,,,,,,0,28 of 54,0.51,98 of 137,0 of 0,0.0,0,0,0,22 of 46,5 of 7,1 of 1,16 of 39,10 of 12,2 of 3,"5' 11""",170.0,"71""",Orthodox,"Mar 25, 1985",2012-04-14,Simeon Thoresen,Submission,2,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
936,Besam Yousef,2013-04-06,0.0,0.51,0.0,0.0,0.0,0.0,0,43 of 79,0.54,142 of 185,2 of 3,0.66,0,0,0,22 of 55,18 of 19,3 of 5,8 of 19,35 of 59,0 of 1,"5' 11""",170.0,"71""",Orthodox,"Mar 25, 1985",2013-04-06,Papy Abedi,Decision - Split,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
937,Bethe Correia,2013-12-06,,,,,,,0,65 of 118,0.55,84 of 138,1 of 4,0.25,0,0,0,28 of 71,12 of 18,25 of 29,57 of 109,8 of 9,0 of 0,"5' 5""",135.0,"64""",Orthodox,"Jun 22, 1983",2013-12-06,Bethe Correia,Decision - Split,3,Women's Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
938,Bethe Correia,2014-04-26,0.0,0.55,0.25,0.0,0.0,0.0,0,91 of 186,0.48,118 of 216,0 of 0,0.0,0,1,2,50 of 128,14 of 25,27 of 33,88 of 182,3 of 4,0 of 0,"5' 5""",135.0,"64""",Orthodox,"Jun 22, 1983",2014-04-26,Bethe Correia,Decision - Unanimous,3,Women's Bantamweight Bout,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
939,Bethe Correia,2014-08-30,0.0,0.515,0.125,0.0,0.5,1.0,0,68 of 103,0.66,97 of 132,0 of 0,0.0,0,0,0,50 of 79,17 of 23,1 of 1,42 of 66,25 of 36,1 of 1,"5' 5""",135.0,"64""",Orthodox,"Jun 22, 1983",2014-08-30,Bethe Correia,KO/TKO,2,Women's Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
940,Bethe Correia,2015-08-01,0.0,0.5633333333333334,0.08333333333333333,0.0,0.3333333333333333,0.6666666666666666,0,9 of 14,0.64,9 of 14,0 of 0,0.0,0,0,0,9 of 14,0 of 0,0 of 0,3 of 6,6 of 8,0 of 0,"5' 5""",135.0,"64""",Orthodox,"Jun 22, 1983",2015-08-01,Ronda Rousey,KO/TKO,1,UFC Women's Bantamweight Title Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
941,Bethe Correia,2016-04-16,0.0,0.5933333333333334,0.0,0.0,0.3333333333333333,0.6666666666666666,0,66 of 171,0.38,99 of 209,0 of 1,0.0,0,0,0,45 of 137,13 of 23,8 of 11,47 of 141,19 of 30,0 of 0,"5' 5""",135.0,"64""",Orthodox,"Jun 22, 1983",2016-04-16,Raquel Pennington,Decision - Split,3,Women's Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
942,Bethe Correia,2016-09-10,0.0,0.56,0.0,0.0,0.0,0.0,0,49 of 150,0.32,69 of 170,0 of 3,0.0,0,0,0,32 of 119,4 of 9,13 of 22,44 of 144,5 of 6,0 of 0,"5' 5""",135.0,"64""",Orthodox,"Jun 22, 1983",2016-09-10,Bethe Correia,Decision - Split,3,Women's Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
943,Bethe Correia,2017-03-11,0.0,0.4466666666666666,0.0,0.0,0.0,0.0,0,43 of 95,0.45,68 of 128,2 of 4,0.5,0,1,0,20 of 67,15 of 20,8 of 8,40 of 89,1 of 2,2 of 4,"5' 5""",135.0,"64""",Orthodox,"Jun 22, 1983",2017-03-11,,Decision - Majority,3,Women's Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
944,Bethe Correia,2017-06-17,0.0,0.3833333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0,15 of 65,0.23,21 of 71,0 of 0,0.0,0,0,0,4 of 44,6 of 9,5 of 12,15 of 65,0 of 0,0 of 0,"5' 5""",135.0,"64""",Orthodox,"Jun 22, 1983",2017-06-17,Holly Holm,KO/TKO,3,Women's Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
945,Bethe Correia,2019-05-11,0.0,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0,81 of 196,0.41,81 of 196,0 of 2,0.0,0,0,0,43 of 141,18 of 32,20 of 23,80 of 195,1 of 1,0 of 0,"5' 5""",135.0,"64""",Orthodox,"Jun 22, 1983",2019-05-11,Irene Aldana,Submission,3,Women's Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
946,Bevon Lewis,2018-12-29,,,,,,,0,68 of 157,0.43,77 of 168,0 of 0,0.0,0,0,0,27 of 100,4 of 9,37 of 48,56 of 139,12 of 18,0 of 0,"6' 3""",185.0,"79""",Orthodox,"May 05, 1991",2018-12-29,Uriah Hall,KO/TKO,3,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
947,Bevon Lewis,2019-06-08,0.0,0.43,0.0,0.0,0.0,0.0,0,31 of 84,0.36,45 of 98,0 of 5,0.0,0,0,0,13 of 49,12 of 23,6 of 12,15 of 62,16 of 22,0 of 0,"6' 3""",185.0,"79""",Orthodox,"May 05, 1991",2019-06-08,Darren Stewart,Decision - Unanimous,3,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
948,Bharat Kandare,2017-11-25,,,,,,,0,3 of 30,0.1,3 of 30,0 of 1,0.0,0,0,0,1 of 22,0 of 0,2 of 8,3 of 30,0 of 0,0 of 0,"5' 7""",135.0,"72""",Orthodox,"Jun 20, 1987",2017-11-25,Song Yadong,Submission,1,Featherweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
949,Bill Mahood,2005-06-04,,,,,,,0,1 of 1,1.0,2 of 2,0 of 0,0.0,0,0,0,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0,"6' 3""",200.0,,Orthodox,"Feb 01, 1967",2005-06-04,Forrest Griffin,Submission,1,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
